Domain,Area Code,Area,Item Code,Item,Year Code,Year,Value
Crops,9,Sylhet,116,Potatoes,2003,2003,279269
Crops,9,Sylhet,27,"Rice, paddy",2003,2003,54002
Crops,9,Sylhet,83,Sorghum,2003,2003,50315
Crops,9,Sylhet,236,Soybeans,2003,2003,28034
Crops,9,Sylhet,122,Sweet potatoes,2003,2003,154363
Crops,9,Sylhet,15,Wheat,2003,2003,20361
Crops,9,Sylhet,125,Cassava,2004,2004,100000
Crops,9,Sylhet,56,Maize,2004,2004,63931
Crops,9,Sylhet,116,Potatoes,2004,2004,288717
Crops,9,Sylhet,27,"Rice, paddy",2004,2004,62661
Crops,9,Sylhet,83,Sorghum,2004,2004,45531
Crops,9,Sylhet,236,Soybeans,2004,2004,22075
Crops,9,Sylhet,122,Sweet potatoes,2004,2004,154867
Crops,9,Sylhet,15,Wheat,2004,2004,25441
Crops,9,Sylhet,125,Cassava,2005,2005,100000
Crops,9,Sylhet,56,Maize,2005,2005,73587
Crops,9,Sylhet,116,Potatoes,2005,2005,283917
Crops,9,Sylhet,27,"Rice, paddy",2005,2005,60165
Crops,9,Sylhet,83,Sorghum,2005,2005,51872
Crops,9,Sylhet,236,Soybeans,2005,2005,27287
Crops,9,Sylhet,122,Sweet potatoes,2005,2005,154472
Crops,9,Sylhet,15,Wheat,2005,2005,26356
Crops,9,Sylhet,125,Cassava,2006,2006,100000
Crops,9,Sylhet,56,Maize,2006,2006,59030
Crops,9,Sylhet,116,Potatoes,2006,2006,285828
Crops,9,Sylhet,27,"Rice, paddy",2006,2006,70610
Crops,9,Sylhet,83,Sorghum,2006,2006,46778
Crops,9,Sylhet,236,Soybeans,2006,2006,26793
Crops,9,Sylhet,122,Sweet potatoes,2006,2006,143478
Crops,9,Sylhet,15,Wheat,2006,2006,25302
Crops,9,Sylhet,125,Cassava,2007,2007,100000
Crops,9,Sylhet,56,Maize,2007,2007,76655
Crops,9,Sylhet,116,Potatoes,2007,2007,286765
Crops,9,Sylhet,27,"Rice, paddy",2007,2007,65604
Crops,9,Sylhet,83,Sorghum,2007,2007,47021
Crops,9,Sylhet,236,Soybeans,2007,2007,29712
Crops,9,Sylhet,122,Sweet potatoes,2007,2007,141667
Crops,9,Sylhet,15,Wheat,2007,2007,26234
Crops,9,Sylhet,125,Cassava,2008,2008,100000
Crops,9,Sylhet,56,Maize,2008,2008,64525
Crops,9,Sylhet,116,Potatoes,2008,2008,279412
Crops,9,Sylhet,27,"Rice, paddy",2008,2008,68278
Crops,9,Sylhet,83,Sorghum,2008,2008,47474
Crops,9,Sylhet,236,Soybeans,2008,2008,28216
Crops,9,Sylhet,122,Sweet potatoes,2008,2008,145105
Crops,9,Sylhet,15,Wheat,2008,2008,28271
Crops,9,Sylhet,125,Cassava,2009,2009,101695
Crops,9,Sylhet,56,Maize,2009,2009,55760
Crops,9,Sylhet,116,Potatoes,2009,2009,284439
Crops,9,Sylhet,27,"Rice, paddy",2009,2009,68842
Crops,9,Sylhet,83,Sorghum,2009,2009,38752
Crops,9,Sylhet,236,Soybeans,2009,2009,18480
Crops,9,Sylhet,122,Sweet potatoes,2009,2009,151208
Crops,9,Sylhet,15,Wheat,2009,2009,19628
Crops,9,Sylhet,125,Cassava,2010,2010,101000
Crops,9,Sylhet,56,Maize,2010,2010,78040
Crops,9,Sylhet,116,Potatoes,2010,2010,289849
Crops,9,Sylhet,27,"Rice, paddy",2010,2010,57646
Crops,9,Sylhet,83,Sorghum,2010,2010,48163
Crops,9,Sylhet,236,Soybeans,2010,2010,29053
Crops,9,Sylhet,122,Sweet potatoes,2010,2010,149382
Crops,9,Sylhet,15,Wheat,2010,2010,27113
Crops,9,Sylhet,125,Cassava,2011,2011,100000
Crops,9,Sylhet,56,Maize,2011,2011,63503
Crops,9,Sylhet,116,Potatoes,2011,2011,286657
Crops,9,Sylhet,27,"Rice, paddy",2011,2011,67901
Crops,9,Sylhet,83,Sorghum,2011,2011,44029
Crops,9,Sylhet,236,Soybeans,2011,2011,26053
Crops,9,Sylhet,122,Sweet potatoes,2011,2011,148754
Crops,9,Sylhet,15,Wheat,2011,2011,35063
Crops,9,Sylhet,125,Cassava,2012,2012,100000
Crops,9,Sylhet,56,Maize,2012,2012,57346
Crops,9,Sylhet,116,Potatoes,2012,2012,287821
Crops,9,Sylhet,27,"Rice, paddy",2012,2012,66617
Crops,9,Sylhet,83,Sorghum,2012,2012,46534
Crops,9,Sylhet,236,Soybeans,2012,2012,22814
Crops,9,Sylhet,122,Sweet potatoes,2012,2012,148126
Crops,9,Sylhet,15,Wheat,2012,2012,32199
Crops,9,Sylhet,125,Cassava,2013,2013,99459
Crops,9,Sylhet,56,Maize,2013,2013,66037
Crops,9,Sylhet,116,Potatoes,2013,2013,288984
Crops,9,Sylhet,27,"Rice, paddy",2013,2013,67187
Crops,9,Sylhet,83,Sorghum,2013,2013,40852
Crops,9,Sylhet,236,Soybeans,2013,2013,25391
Crops,9,Sylhet,122,Sweet potatoes,2013,2013,147498
Crops,9,Sylhet,15,Wheat,2013,2013,26581
Crops,9,Sylhet,125,Cassava,2014,2014,99804
Crops,9,Sylhet,56,Maize,2014,2014,68409
Crops,9,Sylhet,116,Potatoes,2014,2014,290148
Crops,9,Sylhet,27,"Rice, paddy",2014,2014,65042
Crops,9,Sylhet,83,Sorghum,2014,2014,44009
Crops,9,Sylhet,236,Soybeans,2014,2014,27735
Crops,9,Sylhet,122,Sweet potatoes,2014,2014,146870
Crops,9,Sylhet,15,Wheat,2014,2014,28110
Crops,9,Sylhet,125,Cassava,2015,2015,100147
Crops,9,Sylhet,56,Maize,2015,2015,73090
Crops,9,Sylhet,116,Potatoes,2015,2015,291312
Crops,9,Sylhet,27,"Rice, paddy",2015,2015,66989
Crops,9,Sylhet,83,Sorghum,2015,2015,47043
Crops,9,Sylhet,236,Soybeans,2015,2015,31755
Crops,9,Sylhet,122,Sweet potatoes,2015,2015,146242
Crops,9,Sylhet,15,Wheat,2015,2015,28731
Crops,9,Sylhet,125,Cassava,2016,2016,100127
Crops,9,Sylhet,56,Maize,2016,2016,74427
Crops,9,Sylhet,116,Potatoes,2016,2016,292476
Crops,9,Sylhet,27,"Rice, paddy",2016,2016,67632
Crops,9,Sylhet,83,Sorghum,2016,2016,44976
Crops,9,Sylhet,236,Soybeans,2016,2016,30146
Crops,9,Sylhet,122,Sweet potatoes,2016,2016,145614
Crops,9,Sylhet,15,Wheat,2016,2016,32966
Crops,1,Rajshahi,56,Maize,2000,2000,23178
Crops,1,Rajshahi,116,Potatoes,2000,2000,87349
Crops,1,Rajshahi,15,Wheat,2000,2000,16679
Crops,1,Rajshahi,56,Maize,2001,2001,37913
Crops,1,Rajshahi,116,Potatoes,2001,2001,114619
Crops,1,Rajshahi,15,Wheat,2001,2001,22263
Crops,1,Rajshahi,56,Maize,2002,2002,37380
Crops,1,Rajshahi,116,Potatoes,2002,2002,122814
Crops,1,Rajshahi,15,Wheat,2002,2002,23877
Crops,1,Rajshahi,56,Maize,2003,2003,46059
Crops,1,Rajshahi,116,Potatoes,2003,2003,157194
Crops,1,Rajshahi,15,Wheat,2003,2003,17183
Crops,1,Rajshahi,56,Maize,2004,2004,61791
Crops,1,Rajshahi,116,Potatoes,2004,2004,161509
Crops,1,Rajshahi,15,Wheat,2004,2004,23416
Crops,1,Rajshahi,56,Maize,2005,2005,44692
Crops,1,Rajshahi,116,Potatoes,2005,2005,164459
Crops,1,Rajshahi,15,Wheat,2005,2005,20252
Crops,1,Rajshahi,56,Maize,2006,2006,33271
Crops,1,Rajshahi,116,Potatoes,2006,2006,163418
Crops,1,Rajshahi,15,Wheat,2006,2006,14627
Crops,1,Rajshahi,56,Maize,2007,2007,53262
Crops,1,Rajshahi,116,Potatoes,2007,2007,184719
Crops,1,Rajshahi,15,Wheat,2007,2007,25837
Crops,1,Rajshahi,56,Maize,2008,2008,53424
Crops,1,Rajshahi,116,Potatoes,2008,2008,189096
Crops,1,Rajshahi,15,Wheat,2008,2008,24322
Crops,1,Rajshahi,56,Maize,2009,2009,57763
Crops,1,Rajshahi,116,Potatoes,2009,2009,185496
Crops,1,Rajshahi,15,Wheat,2009,2009,22374
Crops,1,Rajshahi,56,Maize,2010,2010,46724
Crops,1,Rajshahi,116,Potatoes,2010,2010,170146
Crops,1,Rajshahi,15,Wheat,2010,2010,21192
Crops,1,Rajshahi,56,Maize,2011,2011,54257
Crops,1,Rajshahi,116,Potatoes,2011,2011,194426
Crops,1,Rajshahi,15,Wheat,2011,2011,28800
Crops,1,Rajshahi,56,Maize,2012,2012,62215
Crops,1,Rajshahi,116,Potatoes,2012,2012,207151
Crops,1,Rajshahi,15,Wheat,2012,2012,26010
Crops,1,Rajshahi,56,Maize,2013,2013,67114
Crops,1,Rajshahi,116,Potatoes,2013,2013,215290
Crops,1,Rajshahi,15,Wheat,2013,2013,31273
Crops,1,Rajshahi,56,Maize,2014,2014,70829
Crops,1,Rajshahi,116,Potatoes,2014,2014,231725
Crops,1,Rajshahi,15,Wheat,2014,2014,32260
Crops,1,Rajshahi,56,Maize,2015,2015,68821
Crops,1,Rajshahi,116,Potatoes,2015,2015,218848
Crops,1,Rajshahi,15,Wheat,2015,2015,33437
Crops,1,Rajshahi,56,Maize,2016,2016,63909
Crops,1,Rajshahi,116,Potatoes,2016,2016,210314
Crops,1,Rajshahi,15,Wheat,2016,2016,32427
