Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
QC,Crops,7,Chittagong,5419,Yield,116,Potatoes,2007,2007,hg/ha,62138
QC,Crops,7,Chittagong,5419,Yield,27,"Rice, paddy",2007,2007,hg/ha,5143
QC,Crops,7,Chittagong,5419,Yield,83,Sorghum,2007,2007,hg/ha,4031
QC,Crops,7,Chittagong,5419,Yield,236,Soybeans,2007,2007,hg/ha,6883
QC,Crops,7,Chittagong,5419,Yield,122,Sweet potatoes,2007,2007,hg/ha,58855
QC,Crops,7,Chittagong,5419,Yield,15,Wheat,2007,2007,hg/ha,10000
QC,Crops,7,Chittagong,5419,Yield,125,Cassava,2008,2008,hg/ha,148084
QC,Crops,7,Chittagong,5419,Yield,56,Maize,2008,2008,hg/ha,7946
QC,Crops,7,Chittagong,5419,Yield,116,Potatoes,2008,2008,hg/ha,85085
QC,Crops,7,Chittagong,5419,Yield,27,"Rice, paddy",2008,2008,hg/ha,5084
QC,Crops,7,Chittagong,5419,Yield,83,Sorghum,2008,2008,hg/ha,929
QC,Crops,7,Chittagong,5419,Yield,236,Soybeans,2008,2008,hg/ha,8575
QC,Crops,7,Chittagong,5419,Yield,122,Sweet potatoes,2008,2008,hg/ha,65437
QC,Crops,7,Chittagong,5419,Yield,15,Wheat,2008,2008,hg/ha,10000
QC,Crops,7,Chittagong,5419,Yield,125,Cassava,2009,2009,hg/ha,151759
QC,Crops,7,Chittagong,5419,Yield,56,Maize,2009,2009,hg/ha,6614
QC,Crops,7,Chittagong,5419,Yield,116,Potatoes,2009,2009,hg/ha,86509
QC,Crops,7,Chittagong,5419,Yield,27,"Rice, paddy",2009,2009,hg/ha,6028
QC,Crops,7,Chittagong,5419,Yield,83,Sorghum,2009,2009,hg/ha,2480
QC,Crops,7,Chittagong,5419,Yield,236,Soybeans,2009,2009,hg/ha,4449
QC,Crops,7,Chittagong,5419,Yield,122,Sweet potatoes,2009,2009,hg/ha,66475
QC,Crops,7,Chittagong,5419,Yield,15,Wheat,2009,2009,hg/ha,10000
QC,Crops,7,Chittagong,5419,Yield,125,Cassava,2010,2010,hg/ha,155782
QC,Crops,7,Chittagong,5419,Yield,56,Maize,2010,2010,hg/ha,7200
QC,Crops,7,Chittagong,5419,Yield,116,Potatoes,2010,2010,hg/ha,87425
QC,Crops,7,Chittagong,5419,Yield,27,"Rice, paddy",2010,2010,hg/ha,7403
QC,Crops,7,Chittagong,5419,Yield,83,Sorghum,2010,2010,hg/ha,2814
QC,Crops,7,Chittagong,5419,Yield,236,Soybeans,2010,2010,hg/ha,4446
QC,Crops,7,Chittagong,5419,Yield,122,Sweet potatoes,2010,2010,hg/ha,63001
QC,Crops,7,Chittagong,5419,Yield,15,Wheat,2010,2010,hg/ha,10526
QC,Crops,7,Chittagong,5419,Yield,125,Cassava,2011,2011,hg/ha,133649
QC,Crops,7,Chittagong,5419,Yield,56,Maize,2011,2011,hg/ha,7376
QC,Crops,7,Chittagong,5419,Yield,116,Potatoes,2011,2011,hg/ha,81366
QC,Crops,7,Chittagong,5419,Yield,27,"Rice, paddy",2011,2011,hg/ha,8914
QC,Crops,7,Chittagong,5419,Yield,83,Sorghum,2011,2011,hg/ha,3320
QC,Crops,7,Chittagong,5419,Yield,236,Soybeans,2011,2011,hg/ha,5294
QC,Crops,7,Chittagong,5419,Yield,122,Sweet potatoes,2011,2011,hg/ha,65512
QC,Crops,7,Chittagong,5419,Yield,15,Wheat,2011,2011,hg/ha,10959
QC,Crops,7,Chittagong,5419,Yield,125,Cassava,2012,2012,hg/ha,100073
QC,Crops,7,Chittagong,5419,Yield,56,Maize,2012,2012,hg/ha,7770
QC,Crops,7,Chittagong,5419,Yield,116,Potatoes,2012,2012,hg/ha,69381
QC,Crops,7,Chittagong,5419,Yield,27,"Rice, paddy",2012,2012,hg/ha,7703
QC,Crops,7,Chittagong,5419,Yield,83,Sorghum,2012,2012,hg/ha,998
QC,Crops,7,Chittagong,5419,Yield,236,Soybeans,2012,2012,hg/ha,1641
QC,Crops,7,Chittagong,5419,Yield,122,Sweet potatoes,2012,2012,hg/ha,52954
QC,Crops,7,Chittagong,5419,Yield,15,Wheat,2012,2012,hg/ha,11258
QC,Crops,7,Chittagong,5419,Yield,125,Cassava,2013,2013,hg/ha,140517
QC,Crops,7,Chittagong,5419,Yield,56,Maize,2013,2013,hg/ha,9467
QC,Crops,7,Chittagong,5419,Yield,116,Potatoes,2013,2013,hg/ha,63303
QC,Crops,7,Chittagong,5419,Yield,27,"Rice, paddy",2013,2013,hg/ha,12744
QC,Crops,7,Chittagong,5419,Yield,83,Sorghum,2013,2013,hg/ha,2415
QC,Crops,7,Chittagong,5419,Yield,236,Soybeans,2013,2013,hg/ha,4405
QC,Crops,7,Chittagong,5419,Yield,122,Sweet potatoes,2013,2013,hg/ha,73409
QC,Crops,7,Chittagong,5419,Yield,15,Wheat,2013,2013,hg/ha,9022
QC,Crops,7,Chittagong,5419,Yield,125,Cassava,2014,2014,hg/ha,101060
QC,Crops,7,Chittagong,5419,Yield,56,Maize,2014,2014,hg/ha,10386
QC,Crops,7,Chittagong,5419,Yield,116,Potatoes,2014,2014,hg/ha,63239
QC,Crops,7,Chittagong,5419,Yield,27,"Rice, paddy",2014,2014,hg/ha,14064
QC,Crops,7,Chittagong,5419,Yield,83,Sorghum,2014,2014,hg/ha,2421
QC,Crops,7,Chittagong,5419,Yield,236,Soybeans,2014,2014,hg/ha,5840
QC,Crops,7,Chittagong,5419,Yield,122,Sweet potatoes,2014,2014,hg/ha,114342
QC,Crops,7,Chittagong,5419,Yield,15,Wheat,2014,2014,hg/ha,8264
QC,Crops,7,Chittagong,5419,Yield,125,Cassava,2015,2015,hg/ha,101331
QC,Crops,7,Chittagong,5419,Yield,56,Maize,2015,2015,hg/ha,11234
QC,Crops,7,Chittagong,5419,Yield,116,Potatoes,2015,2015,hg/ha,62866
QC,Crops,7,Chittagong,5419,Yield,27,"Rice, paddy",2015,2015,hg/ha,15068
QC,Crops,7,Chittagong,5419,Yield,83,Sorghum,2015,2015,hg/ha,2503
QC,Crops,7,Chittagong,5419,Yield,236,Soybeans,2015,2015,hg/ha,6513
QC,Crops,7,Chittagong,5419,Yield,122,Sweet potatoes,2015,2015,hg/ha,115174
QC,Crops,7,Chittagong,5419,Yield,15,Wheat,2015,2015,hg/ha,7766
QC,Crops,7,Chittagong,5419,Yield,125,Cassava,2016,2016,hg/ha,108518
QC,Crops,7,Chittagong,5419,Yield,56,Maize,2016,2016,hg/ha,10789
QC,Crops,7,Chittagong,5419,Yield,116,Potatoes,2016,2016,hg/ha,58913
QC,Crops,7,Chittagong,5419,Yield,27,"Rice, paddy",2016,2016,hg/ha,15477
QC,Crops,7,Chittagong,5419,Yield,83,Sorghum,2016,2016,hg/ha,2329
QC,Crops,7,Chittagong,5419,Yield,236,Soybeans,2016,2016,hg/ha,6175
QC,Crops,7,Chittagong,5419,Yield,122,Sweet potatoes,2016,2016,hg/ha,98432
QC,Crops,7,Chittagong,5419,Yield,15,Wheat,2016,2016,hg/ha,7269
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2000,2000,hg/ha,45227
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2000,2000,hg/ha,16000
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2000,2000,hg/ha,59611
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2000,2000,hg/ha,36646
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2001,2001,hg/ha,44622
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2001,2001,hg/ha,16148
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2001,2001,hg/ha,59521
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2001,2001,hg/ha,36667
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2002,2002,hg/ha,45000
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2002,2002,hg/ha,15625
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2002,2002,hg/ha,58929
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2002,2002,hg/ha,36250
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2003,2003,hg/ha,40000
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2003,2003,hg/ha,15714
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2003,2003,hg/ha,58333
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2003,2003,hg/ha,35556
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2004,2004,hg/ha,41667
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2004,2004,hg/ha,15789
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2004,2004,hg/ha,57143
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2004,2004,hg/ha,35000
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2005,2005,hg/ha,43552
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2005,2005,hg/ha,15983
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2005,2005,hg/ha,59856
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2005,2005,hg/ha,34962
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2006,2006,hg/ha,40000
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2006,2006,hg/ha,16250
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2006,2006,hg/ha,62500
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2006,2006,hg/ha,34682
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2007,2007,hg/ha,44708
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2007,2007,hg/ha,16026
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2007,2007,hg/ha,61392
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2007,2007,hg/ha,34414
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2008,2008,hg/ha,46194
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2008,2008,hg/ha,16190
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2008,2008,hg/ha,62222
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2008,2008,hg/ha,34175
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2009,2009,hg/ha,47448
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2009,2009,hg/ha,15919
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2009,2009,hg/ha,62125
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2009,2009,hg/ha,33901
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2010,2010,hg/ha,48683
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2010,2010,hg/ha,15889
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2010,2010,hg/ha,62530
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2010,2010,hg/ha,33625
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2011,2011,hg/ha,49928
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2011,2011,hg/ha,16017
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2011,2011,hg/ha,62955
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2011,2011,hg/ha,33345
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2012,2012,hg/ha,57500
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2012,2012,hg/ha,15999
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2012,2012,hg/ha,65000
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2012,2012,hg/ha,31250
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2013,2013,hg/ha,52096
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2013,2013,hg/ha,15980
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2013,2013,hg/ha,63759
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2013,2013,hg/ha,32707
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2014,2014,hg/ha,51993
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2014,2014,hg/ha,15962
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2014,2014,hg/ha,63106
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2014,2014,hg/ha,33778
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2015,2015,hg/ha,53321
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2015,2015,hg/ha,15944
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2015,2015,hg/ha,63399
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2015,2015,hg/ha,33987
QC,Crops,8,Mymensingh,5419,Yield,125,Cassava,2016,2016,hg/ha,54164
QC,Crops,8,Mymensingh,5419,Yield,56,Maize,2016,2016,hg/ha,15925
QC,Crops,8,Mymensingh,5419,Yield,122,Sweet potatoes,2016,2016,hg/ha,63598
QC,Crops,8,Mymensingh,5419,Yield,137,Yams,2016,2016,hg/ha,33911
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2000,2000,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2000,2000,hg/ha,54329
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2000,2000,hg/ha,277566
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2000,2000,hg/ha,47798
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2000,2000,hg/ha,46477
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2000,2000,hg/ha,23312
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2000,2000,hg/ha,151462
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2000,2000,hg/ha,24873
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2001,2001,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2001,2001,hg/ha,54553
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2001,2001,hg/ha,283768
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2001,2001,hg/ha,57495
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2001,2001,hg/ha,47429
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2001,2001,hg/ha,25846
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2001,2001,hg/ha,155212
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2001,2001,hg/ha,24934
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2002,2002,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2002,2002,hg/ha,60791
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2002,2002,hg/ha,251347
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2002,2002,hg/ha,57197
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2002,2002,hg/ha,52691
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2002,2002,hg/ha,26304
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2002,2002,hg/ha,155890
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2002,2002,hg/ha,22398
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2003,2003,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2003,2003,hg/ha,64767
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2003,2003,hg/ha,279269
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2003,2003,hg/ha,54002
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2003,2003,hg/ha,50315
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2003,2003,hg/ha,28034
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2003,2003,hg/ha,154363
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2003,2003,hg/ha,20361
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2004,2004,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2004,2004,hg/ha,63931
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2004,2004,hg/ha,288717
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2004,2004,hg/ha,62661
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2004,2004,hg/ha,45531
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2004,2004,hg/ha,22075
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2004,2004,hg/ha,154867
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2004,2004,hg/ha,25441
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2005,2005,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2005,2005,hg/ha,73587
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2005,2005,hg/ha,283917
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2005,2005,hg/ha,60165
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2005,2005,hg/ha,51872
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2005,2005,hg/ha,27287
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2005,2005,hg/ha,154472
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2005,2005,hg/ha,26356
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2006,2006,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2006,2006,hg/ha,59030
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2006,2006,hg/ha,285828
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2006,2006,hg/ha,70610
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2006,2006,hg/ha,46778
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2006,2006,hg/ha,26793
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2006,2006,hg/ha,143478
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2006,2006,hg/ha,25302
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2007,2007,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2007,2007,hg/ha,76655
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2007,2007,hg/ha,286765
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2007,2007,hg/ha,65604
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2007,2007,hg/ha,47021
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2007,2007,hg/ha,29712
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2007,2007,hg/ha,141667
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2007,2007,hg/ha,26234
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2008,2008,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2008,2008,hg/ha,64525
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2008,2008,hg/ha,279412
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2008,2008,hg/ha,68278
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2008,2008,hg/ha,47474
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2008,2008,hg/ha,28216
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2008,2008,hg/ha,145105
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2008,2008,hg/ha,28271
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2009,2009,hg/ha,101695
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2009,2009,hg/ha,55760
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2009,2009,hg/ha,284439
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2009,2009,hg/ha,68842
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2009,2009,hg/ha,38752
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2009,2009,hg/ha,18480
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2009,2009,hg/ha,151208
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2009,2009,hg/ha,19628
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2010,2010,hg/ha,101000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2010,2010,hg/ha,78040
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2010,2010,hg/ha,289849
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2010,2010,hg/ha,57646
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2010,2010,hg/ha,48163
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2010,2010,hg/ha,29053
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2010,2010,hg/ha,149382
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2010,2010,hg/ha,27113
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2011,2011,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2011,2011,hg/ha,63503
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2011,2011,hg/ha,286657
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2011,2011,hg/ha,67901
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2011,2011,hg/ha,44029
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2011,2011,hg/ha,26053
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2011,2011,hg/ha,148754
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2011,2011,hg/ha,35063
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2012,2012,hg/ha,100000
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2012,2012,hg/ha,57346
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2012,2012,hg/ha,287821
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2012,2012,hg/ha,66617
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2012,2012,hg/ha,46534
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2012,2012,hg/ha,22814
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2012,2012,hg/ha,148126
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2012,2012,hg/ha,32199
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2013,2013,hg/ha,99459
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2013,2013,hg/ha,66037
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2013,2013,hg/ha,288984
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2013,2013,hg/ha,67187
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2013,2013,hg/ha,40852
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2013,2013,hg/ha,25391
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2013,2013,hg/ha,147498
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2013,2013,hg/ha,26581
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2014,2014,hg/ha,99804
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2014,2014,hg/ha,68409
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2014,2014,hg/ha,290148
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2014,2014,hg/ha,65042
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2014,2014,hg/ha,44009
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2014,2014,hg/ha,27735
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2014,2014,hg/ha,146870
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2014,2014,hg/ha,28110
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2015,2015,hg/ha,100147
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2015,2015,hg/ha,73090
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2015,2015,hg/ha,291312
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2015,2015,hg/ha,66989
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2015,2015,hg/ha,47043
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2015,2015,hg/ha,31755
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2015,2015,hg/ha,146242
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2015,2015,hg/ha,28731
QC,Crops,9,Sylhet,5419,Yield,125,Cassava,2016,2016,hg/ha,100127
QC,Crops,9,Sylhet,5419,Yield,56,Maize,2016,2016,hg/ha,74427
QC,Crops,9,Sylhet,5419,Yield,116,Potatoes,2016,2016,hg/ha,292476
QC,Crops,9,Sylhet,5419,Yield,27,"Rice, paddy",2016,2016,hg/ha,67632
QC,Crops,9,Sylhet,5419,Yield,83,Sorghum,2016,2016,hg/ha,44976
QC,Crops,9,Sylhet,5419,Yield,236,Soybeans,2016,2016,hg/ha,30146
QC,Crops,9,Sylhet,5419,Yield,122,Sweet potatoes,2016,2016,hg/ha,145614
QC,Crops,9,Sylhet,5419,Yield,15,Wheat,2016,2016,hg/ha,32966
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2000,2000,hg/ha,23178
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2000,2000,hg/ha,87349
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2000,2000,hg/ha,16679
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2001,2001,hg/ha,37913
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2001,2001,hg/ha,114619
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2001,2001,hg/ha,22263
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2002,2002,hg/ha,37380
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2002,2002,hg/ha,122814
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2002,2002,hg/ha,23877
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2003,2003,hg/ha,46059
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2003,2003,hg/ha,157194
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2003,2003,hg/ha,17183
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2004,2004,hg/ha,61791
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2004,2004,hg/ha,161509
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2004,2004,hg/ha,23416
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2005,2005,hg/ha,44692
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2005,2005,hg/ha,164459
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2005,2005,hg/ha,20252
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2006,2006,hg/ha,33271
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2006,2006,hg/ha,163418
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2006,2006,hg/ha,14627
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2007,2007,hg/ha,53262
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2007,2007,hg/ha,184719
QC,Crops,1,Rajshahi,5419,Yield,15,Wheat,2007,2007,hg/ha,25837
QC,Crops,1,Rajshahi,5419,Yield,56,Maize,2008,2008,hg/ha,53424
QC,Crops,1,Rajshahi,5419,Yield,116,Potatoes,2008,2008,hg/ha,189096
